asin,average,rating_count,text_reviews_count,genres,rank,verifiedTrue_count,Format,am_countText_before,am_countText_after
0060187263,4.12,49,49," Literature & Fiction, Fiction",281423,34," Kindle Edition,  Paperback,  Hardcover",5015,2414
0060182261,4.49,37,37," Travel, Asia",2282453,20," Kindle Edition,  Paperback,  Hardcover",5697,2857
0060188928,4.77,31,31," Cookbooks, Food & Wine, Regional & International",534044,16," Kindle Edition,  Hardcover",3260,1683
006018793X,4.81,113,113," Biographies & Memoirs, Historical",334142,66," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",18234,8970
006018261X,4.74,47,47," Cookbooks, Food & Wine, Regional & International",641978,27," Kindle Edition,  Hardcover",4518,2221
0060186879,3.71,14,14," Literature & Fiction, Fiction",3785825,4," Paperback,  Hardcover",3653,1756
0060179589,4.46,78,78," Biographies & Memoirs, True Crime",694890,65," Mass Market Paperback,  Kindle Edition,  Hardcover",3742,1770
006016400X,4.74,35,35," History, Americas",565555,28," Paperback,  Hardcover",1813,876
0060182989,3.48,223,223," Literature & Fiction, Fiction",228963,77," Kindle Edition,  Paperback,  Hardcover,  Audio CD",31310,14517
0060179376,3.54,37,37," Mystery, Thriller & Suspense, Thrillers & Suspense",1395968,29," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",2067,960
0060192127,4.64,14,14," Mystery, Thriller & Suspense, Mystery",5460834,8," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",974,512
0060153385,4.37,19,19," Literature & Fiction, British & Irish",1959865,11," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",3100,1456
0060187425,4.6,210,210," Literature & Fiction, Fiction",502696,98," Kindle Edition,  Paperback,  Hardcover",22967,10426
0060176350,4.08,48,48," Politics & Social Sciences, Politics & Government",562246,29," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",5398,2659
0060191449,4.54,166,166,"Art & Photography, Graphic Design",24596,128, Hardcover,13459,6593
0060177659,4.19,75,75," Mystery, Thriller & Suspense, Mystery",1344611,54," Mass Market Paperback,  Kindle Edition,  Hardcover",3355,1609
0060188731,3.99,1550,1550," Literature & Fiction, Fiction",126937,802," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Hardcover",151544,71865
0060186364,4.12,50,50," Reference, Dictionaries & Thesauruses",228818,31," Kindle Edition,  Hardcover",3089,1475
0060167548,4.67,18,18," History, Americas",497618,7," Paperback,  Hardcover",2636,1287
0060188790,4.0,137,137," Medical Books, Medicine",834616,64," Audio CD,  Paperback,  Hardcover,  Audio Cassette",14750,6993
0060192674,3.31,13,13," Health, Fitness & Dieting, Sexual Health",243564,6, Hardcover,1034,469
0060188995,4.81,390,390," Self-Help, Relationships",1059539,266," Kindle Edition,  MP3 CD,  Paperback,  Audible Audiobook,  Hardcover",52768,23870
0060190337,3.65,608,608," Literature & Fiction, United States",1429130,549," Kindle Edition,  Paperback,  Hardcover",26659,12304
0060192135,4.69,13,13," Mystery, Thriller & Suspense, Mystery",5426474,8," Kindle Edition,  Paperback,  Hardcover",1443,762
0060186429,4.31,155,155," Religion & Spirituality, Occult & Paranormal",179185,85," Mass Market Paperback,  Paperback,  Hardcover",18133,8623
0060192488,3.4,40,40," Humor & Entertainment, Humor",1502721,10," Kindle Edition,  Paperback,  Hardcover",6430,3109
0060184957,3.81,63,63," Literature & Fiction, Womens Fiction",338439,7, Paperback,9994,4867
0060193166,3.82,17,17," Politics & Social Sciences, Social Sciences",2169446,2," Paperback,  Hardcover",3245,1557
0060191333,4.26,31,31," Literature & Fiction, United States",1297770,21," Mass Market Paperback,  Kindle Edition,  Hardcover",2130,1093
006019104X,4.49,146,146," Humor & Entertainment, Humor",1905465,94," Library Binding,  Paperback,  Hardcover,  School & Library Binding",9319,4351
0060188723,3.31,45,45," Biographies & Memoirs,Art & Literature",1795801,31," Kindle Edition,  Hardcover",3369,1565
0060191783,4.12,24,24," Mystery, Thriller & Suspense, Thrillers & Suspense",12798767,15," Mass Market Paperback,  Kindle Edition,  Hardcover",1550,728
0060193123,3.81,31,31," Literature & Fiction, United States",7153788,10," Paperback,  Hardcover",4365,2021
0060191295,3.64,95,95," Mystery, Thriller & Suspense, Thrillers & Suspense",122124,34," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",10930,5340
0060173726,3.94,17,17," Parenting & Relationships, Parenting",3195342,6," Kindle Edition,  Paperback,  Hardcover",3075,1463
0060193425,4.59,59,59," Childrens Books, Sports & Outdoors",304622,35," Kindle Edition,  Paperback,  Hardcover",4149,1915
0060174455,4.79,39,39," History, Americas",1297852,26," Kindle Edition,  Paperback,  Hardcover",4837,2374
0060192291,4.16,37,37," Mystery, Thriller & Suspense, Mystery",2115152,17," Mass Market Paperback,  Kindle Edition,  Hardcover",6345,3229
0060193387,3.97,37,37," Self-Help, Relationships",850984,22," Kindle Edition,  Paperback,  Hardcover",3896,1903
0060188243,4.44,25,25," Cookbooks, Food & Wine, Main Courses & Side Dishes",1188143,13, Hardcover,2729,1257
0060190132,4.39,225,225," History, World",216038,155," Audible Audiobook,  Kindle Edition,  Paperback,  Hardcover",27743,13727
0060187662,4.32,50,50," Politics & Social Sciences, Politics & Government",1320914,26," Kindle Edition,  Paperback,  Hardcover",6902,3248
0060175184,3.84,165,165," Mystery, Thriller & Suspense, Thrillers & Suspense",583920,121," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",8310,3967
0060190434,4.53,59,59," History, World",373175,41," Kindle Edition,  Paperback,  Hardcover",10912,5444
0060174838,4.62,13,13," History, Americas",1134586,9, Hardcover,1428,705
0060188804,4.23,71,71," New, Used & Rental Textbooks, Humanities",263339,28," Kindle Edition,  Paperback,  Hardcover",12380,6184
0060193328,4.59,550,550," Biographies & Memoirs, Historical",602893,364," Kindle Edition,  Library Binding,  MP3 CD,  Paperback,  Audible Audiobook,  Hardcover",54702,25604
0060193506,3.14,326,326," Biographies & Memoirs,Art & Literature",381670,263," Mass Market Paperback,  Unknown Binding,  Kindle Edition,  Hardcover",26729,11739
0060193743,4.88,17,17," Biographies & Memoirs,Art & Literature",1882693,8," Paperback,  Hardcover",2830,1330
0060183772,2.05,144,144," Literature & Fiction, Fiction",876040,35," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",18134,8679
0060186496,4.33,12,12," Sports & Outdoors, Baseball",1680803,3, Hardcover,1011,453
006019426X,4.07,29,29," Biographies & Memoirs, Leaders & Notable People",1475896,7," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",4233,1974
0060192895,4.16,177,177," Literature & Fiction, Fiction",830531,80," Kindle Edition,  CD-ROM,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",17919,8697
006019247X,4.03,72,72," History, World",399192,28," Kindle Edition,  Paperback,  Hardcover",24334,11958
0060193670,3.68,25,25," History, Americas",679082,3, Hardcover,7954,3703
0060190264,4.33,12,12," Mystery, Thriller & Suspense, Thrillers & Suspense",740476,10," Paperback,  Hardcover",982,472
0060179775,4.34,96,96," Literature & Fiction, Fiction",1135959,72," Kindle Edition,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",7313,3663
0060191430,4.0,35,35," Biographies & Memoirs,Art & Literature",728756,18," Kindle Edition,  Paperback,  Hardcover",7995,4041
0060184698,4.52,29,29," Cookbooks, Food & Wine, Regional & International",189612,16," Paperback,  Hardcover",3427,1716
0060191252,3.9,40,40," Politics & Social Sciences, Philosophy",2168642,6," Audio CD,  Kindle Edition,  Hardcover,  Audio Cassette",6901,3038
0060192267,4.68,31,31," Literature & Fiction, United States",1640741,17," Kindle Edition,  Paperback,  Hardcover",3212,1557
006019393X,4.42,31,31," Humor & Entertainment, Humor",2375396,5," Kindle Edition,  Paperback,  Hardcover",5898,2826
006019314X,3.75,107,107," Biographies & Memoirs, Historical",168175,46," Kindle Edition,  Paperback,  Hardcover",27076,13530
0060193409,4.09,32,32," Literature & Fiction, Fiction",2543727,11," Paperback,  Hardcover",5165,2426
0060179244,4.29,87,87," Mystery, Thriller & Suspense, Mystery",1666015,73," Mass Market Paperback,  Kindle Edition,  Hardcover",2970,1448
006019376X,3.5,14,14," Biographies & Memoirs,Art & Literature",3374788,3," Mass Market Paperback,  Hardcover",2338,1127
0060194863,4.68,183,183," Biographies & Memoirs, Leaders & Notable People",416468,153," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",11386,5681
0060192704,4.73,151,151," Biographies & Memoirs, Specific Groups",704853,117," Paperback,  Hardcover,  Audio Cassette",7299,3339
0060191058,4.43,28,28," Literature & Fiction, United States",929692,7," Mass Market Paperback,  Kindle Edition,  Hardcover,  Audio Cassette",3227,1443
0060194197,3.47,53,53," Literature & Fiction, Fiction",2939025,14," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",10845,5185
0060194413,4.5,30,30," Mystery, Thriller & Suspense, Thrillers & Suspense",2561418,6," Mass Market Paperback,  Audio CD,  Hardcover",5055,2456
006018311X,4.65,40,40," Humor & Entertainment, Humor",447134,30," Mass Market Paperback,  Hardcover,  Audio Cassette",2803,1291
0060193298,4.36,39,39,"Art & Photography, PerformingArt",165899,18, Hardcover,3522,1678
0060195355,4.72,39,39," Health, Fitness & Dieting, Psychology & Counseling",862115,31," Paperback,  Hardcover",1931,917
0060192119,4.56,273,273," Politics & Social Sciences, Social Sciences",232144,104," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",47555,22518
0060185511,4.43,30,30," Biographies & Memoirs, Ethnic & National",456827,10, Hardcover,2818,1277
0060194480,4.14,2818,2817," History, Americas",651745,1864," Kindle Edition,  Library Binding,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",271557,131122
006019362X,3.88,175,175," Literature & Fiction, Fiction",2722166,42," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",19709,9149
0060193638,4.48,92,92," History, Americas",215375,44," Kindle Edition,  Paperback,  Hardcover",18250,8933
0060187689,4.14,28,28," Health, Fitness & Dieting, Psychology & Counseling",1442236,13," Kindle Edition,  Paperback,  Hardcover",2379,1065
0060195622,4.4,84,84," Literature & Fiction, Fiction",2086115,47," Kindle Edition,  Paperback,  Hardcover",10426,4857
006019197X,4.08,24,24," Literature & Fiction, Contemporary",1344647,3," Paperback,  Hardcover",4271,2008
0060194790,3.98,139,139," Biographies & Memoirs, Professionals & Academics",575581,48," Kindle Edition,  Paperback,  Hardcover",16757,7604
0060194626,4.28,217,217," Travel, Specialty Travel",968789,85," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",24808,12066
0060195827,4.14,80,80," Literature & Fiction, Fiction",2072659,34," Kindle Edition,  Paperback,  Hardcover",15183,7705
0060192755,3.71,14,14," Mystery, Thriller & Suspense, Thrillers & Suspense",4285334,0," Mass Market Paperback,  Hardcover",1810,825
0060194189,4.78,18,18," Literature & Fiction, United States",3742931,4," Paperback,  Hardcover,  Audio Cassette",2755,1297
006019409X,3.85,59,59," Business & Money, Job Hunting & Careers",1218953,18," Kindle Edition,  Audio Cassette,  Paperback,  Audible Audiobook,  Hardcover",5216,2333
0060173688,4.71,66,66," Biographies & Memoirs,Art & Literature",419359,49," Paperback,  Hardcover",5044,2346
0060175680,3.57,42,42," Literature & Fiction, United States",2427778,15," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Hardcover",4316,1943
0060185406,4.63,27,27," Science & Math, Biological Sciences",1056135,10," Kindle Edition,  Paperback,  Hardcover",6019,2882
006019488X,4.64,14,14,"Art & Photography, Photography & Video",1669008,7," Paperback,  Hardcover",753,366
0060192003,4.4,52,52," Biographies & Memoirs,Art & Literature",442869,24," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",6129,2785
0060191503,4.33,360,360," Mystery, Thriller & Suspense, Thrillers & Suspense",886503,276," Mass Market Paperback,  Kindle Edition,  Paperback,  Hardcover",14778,7204
0060195584,4.21,34,34," Literature & Fiction, United States",2158310,9," Kindle Edition,  Hardcover",6035,2813
0060193611,3.98,234,234," Biographies & Memoirs, Historical",474161,119," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",35471,17569
0060192585,4.51,51,51," Cookbooks, Food & Wine, Regional & International",262026,29, Hardcover,4892,2314
006019460X,3.96,70,70," Reference, Encyclopedias & Subject Guides",440991,49," Kindle Edition,  Paperback,  Hardcover",6067,2889
0060191872,3.92,237,237," Mystery, Thriller & Suspense, Thrillers & Suspense",1183707,117," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",20421,9903
0060194332,4.64,67,67," Science & Math, Biological Sciences",259686,48," Paperback,  Hardcover",4813,2301
0060192852,3.97,32,32," Cookbooks, Food & Wine, Baking",176018,14, Hardcover,2896,1483
006019667X,4.65,26,26," Literature & Fiction, Poetry",617051,18," Paperback,  Hardcover",3164,1496
0060192208,4.38,68,68," Religion & Spirituality, Other Religions, Practices & Sacred Texts",1169160,43," Paperback,  Hardcover,  Audio Cassette",6689,3130
0060194588,3.97,37,37," Education & Teaching, Schools & Teaching",2488196,13," Paperback,  Hardcover",9042,4352
0060193689,4.05,255,255," Politics & Social Sciences, Politics & Government",369315,128," Kindle Edition,  Paperback,  Hardcover",33503,16196
0060193085,4.3,30,30,"Art & Photography, Music",387203,18," Mass Market Paperback,  Hardcover",1533,709
0060195681,4.83,35,35," Reference, Writing, Research & Publishing Guides",380878,24," Paperback,  Hardcover",4183,2056
0060194979,4.4,329,329," New, Used & Rental Textbooks, Medicine & Health Sciences",1153795,166," Audible Audiobook,  Kindle Edition,  Paperback,  Hardcover",48458,23017
0060194847,4.25,28,28," History, Americas",1202503,9, Hardcover,5015,2407
0060196092,4.14,180,180," Mystery, Thriller & Suspense, Mystery",1260758,97," Kindle Edition,  Audio Cassette,  Paperback,  Mass Market Paperback,  Audible Audiobook,  Hardcover",14051,6690
0060191988,3.62,151,151," Literature & Fiction, Poetry",147013,22," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",19258,8635
006019541X,3.63,140,140," Literature & Fiction, Fiction",1285277,31," Kindle Edition,  Paperback,  Hardcover",25917,12523
0060185104,4.48,271,271," Biographies & Memoirs, Historical",281437,221," Kindle Edition,  Paperback,  Hardcover,  Audio CD",17563,8624
0060196211,3.6,42,42," Business & Money, Marketing & Sales",2187078,7," Hardcover,  Audio Cassette",6846,3213
0060195320,3.7,20,20," History, Europe",2241147,7," Paperback,  Hardcover",3575,1635
006017613X,3.8,79,79," Literature & Fiction, United States",2187742,26," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",9227,4247
0060195304,4.09,23,23," Humor & Entertainment, Television",2164051,10," Paperback,  Hardcover",4155,2080
0060195541,3.77,144,144," Mystery, Thriller & Suspense, Mystery",4050533,93," Kindle Edition,  Audio CD,  Mass Market Paperback,  Audible Audiobook,  Hardcover",10068,5052
006018406X,3.95,39,39," Literature & Fiction, United States",2966567,14," Kindle Edition,  Paperback,  Hardcover,  Audio CD",3058,1472
0060195916,4.3,54,54," Politics & Social Sciences, Politics & Government",879578,12," Kindle Edition,  Paperback,  Hardcover,  Audio CD",15498,7554
0060188901,4.64,28,28," Literature & Fiction, Short Stories & Anthologies",1974917,23," Kindle Edition,  Paperback,  Hardcover,  Audio Cassette",2094,1018
0060196246,4.0,153,153," Mystery, Thriller & Suspense, Thrillers & Suspense",1164346,37," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Mass Market Paperback,  Hardcover",15305,7156
006019605X,4.49,49,48," Business & Money, Business Culture",1457891,24," Kindle Edition,  Audio Cassette,  Audio CD,  Paperback,  Audible Audiobook,  Hardcover",3410,1493
0060183225,4.61,31,31," Humor & Entertainment, Humor",141432,24," Audio Cassette,  Audio CD,  Mass Market Paperback,  Audible Audiobook,  Hardcover",1891,865
0060170808,3.96,25,25," Literature & Fiction, United States",337236,15," Paperback,  Hardcover",2104,1064
